ILOC_CODE_2016,IAD_HHs_with_Ind_p,IAD_Oth_households,IAD_Tot_households,INAD_HHs_with_Ind_p,INAD_Oth_households,INAD_Tot_households,IA_NS_Indig_per,IA_NS_Oth_households,IA_NS_Tot_households,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
ILOC50300405,0,0,0,25,0,25,0,0,0,26,0,26
ILOC50300406,13,3,14,13,0,14,8,0,8,30,4,33
ILOC50300407,4,3,9,8,0,8,7,0,7,26,3,30
ILOC50300408,18,11,24,17,0,17,6,0,6,41,11,47
ILOC50300501,13,91,103,29,29,54,0,5,8,40,126,167
ILOC50300502,15,135,152,18,23,37,4,10,15,37,167,202
ILOC50300503,6,7,15,15,0,15,0,5,5,24,9,30
ILOC50300601,50,31,76,41,4,47,7,0,7,99,33,131
ILOC50300701,17,34,52,34,7,41,0,5,5,44,47,95
ILOC50400101,5,26,31,22,18,40,11,4,14,41,48,86
ILOC50400102,8,0,12,3,0,3,0,0,0,10,0,13
ILOC50400103,40,22,53,25,3,23,0,0,3,65,19,81
ILOC50400201,13,13,20,23,0,23,14,0,14,48,13,58
ILOC50400202,12,13,30,7,3,8,0,0,3,20,20,36
ILOC50400203,0,3,4,12,0,13,0,0,3,18,8,26
ILOC50400204,0,0,0,17,0,17,0,0,0,17,0,17
ILOC50400205,0,0,0,23,3,27,0,0,0,23,4,24
ILOC50400301,48,116,165,91,23,109,10,6,15,150,147,292
ILOC50400302,14,0,14,41,0,41,4,0,4,54,0,54
ILOC50400303,11,0,11,14,0,14,6,0,6,24,0,24
ILOC50400401,27,10,29,30,0,32,10,0,13,67,12,83
ILOC50400501,0,11,12,59,3,62,0,0,3,66,13,81
ILOC50400601,144,937,1083,144,148,290,29,29,62,321,1111,1429
ILOC50400602,20,0,20,18,0,18,3,0,3,38,0,38
ILOC50400603,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400701,24,210,238,20,35,52,0,11,8,47,253,301
ILOC50400702,3,14,13,17,3,25,0,0,3,22,16,36
ILOC50400801,38,56,97,65,25,90,4,6,6,112,85,196
ILOC50500101,172,3681,3855,83,1098,1180,14,146,156,262,4928,5188
ILOC50500102,181,12202,12380,40,874,916,13,246,260,238,13319,13550
ILOC50500103,102,3069,3173,28,599,623,4,100,101,130,3763,3895
ILOC50500104,104,2708,2814,28,287,314,3,95,99,137,3096,3233
ILOC50500105,55,1231,1285,17,234,255,5,35,41,80,1504,1586
ILOC50500201,125,4773,4894,50,812,859,12,122,129,183,5705,5883
ILOC50500301,136,9282,9418,40,1640,1677,9,285,294,180,11201,11388
ILOC50500302,164,10999,11159,54,1775,1826,12,294,304,223,13068,13290
ILOC50500401,107,4169,4278,39,752,784,5,140,146,152,5065,5216
ILOC50500402,67,2133,2198,29,482,510,4,144,149,97,2763,2856
ILOC50500403,34,1949,1986,15,450,461,0,61,67,48,2461,2514
ILOC50500404,63,3245,3310,34,588,629,13,134,141,113,3968,4080
ILOC50500501,118,13922,14040,17,1420,1436,6,262,266,144,15602,15750
ILOC50500502,156,9621,9779,68,1559,1621,14,374,386,232,11556,11788
ILOC50500503,20,2868,2889,0,122,128,0,49,49,16,3040,3057
ILOC50500601,118,7598,7714,30,831,859,6,155,166,157,8583,8739
ILOC50500602,84,5906,5993,23,1125,1146,3,231,234,111,7265,7378
ILOC50500603,201,11594,11796,36,868,907,11,195,200,253,12656,12908
ILOC50500604,50,1658,1705,19,418,433,3,66,68,68,2135,2204
ILOC50500605,69,3476,3549,29,859,886,10,136,140,111,4469,4576
ILOC50500701,176,11846,12019,61,1793,1859,12,345,359,247,13982,14231
ILOC50500801,54,2090,2147,12,379,395,6,71,82,77,2550,2622
ILOC50500802,74,9150,9224,8,426,430,0,142,142,76,9721,9803
ILOC50500803,204,5466,5667,68,1274,1342,16,201,217,286,6942,7225
ILOC50500804,74,2442,2518,16,243,261,0,64,66,88,2746,2838
ILOC50500805,46,1553,1603,17,239,258,4,47,50,68,1841,1913
ILOC50500806,32,1509,1543,18,273,294,3,56,61,53,1837,1893
ILOC50500807,114,3605,3716,40,794,837,8,138,139,161,4532,4691
ILOC50500808,131,6826,6954,35,848,889,3,165,166,173,7836,8014
ILOC50500901,167,16827,16994,22,1118,1138,9,315,322,198,18258,18452
ILOC50500902,272,31832,32102,24,2661,2684,10,557,564,304,35051,35357
ILOC50501001,101,3759,3860,29,580,610,10,96,99,140,4431,4571
ILOC50501002,123,3642,3761,20,460,478,7,91,101,144,4197,4338
ILOC50501003,121,9874,9990,17,967,981,4,193,193,140,11032,11165
ILOC50501101,196,5104,5301,100,1108,1204,16,179,191,309,6385,6688
ILOC50501102,123,5545,5673,19,395,416,3,110,115,147,6056,6199
ILOC50501201,126,18301,18425,30,2176,2209,8,395,405,164,20873,21034
ILOC50501202,120,13884,14001,30,1359,1390,5,281,290,158,15521,15679
ILOC50501301,179,9248,9429,19,949,963,7,188,194,203,10387,10594
ILOC50501302,96,2343,2437,32,479,513,9,58,71,137,2885,3020
ILOC50501401,123,17903,18027,28,2049,2078,14,482,495,175,20430,20599
ILOC50501402,139,28372,28512,31,2487,2516,6,585,596,174,31444,31619
ILOC50501501,441,12830,13273,78,1623,1699,16,334,350,535,14783,15326
ILOC50501502,162,8247,8409,49,2037,2083,4,316,323,221,10599,10818
ILOC50501503,322,14712,15030,28,1004,1025,4,271,279,352,15981,16338
ILOC50501601,188,7434,7614,19,636,657,7,136,141,218,8197,8417
ILOC50501701,128,14244,14366,53,1436,1487,8,333,339,185,16012,16195
ILOC50501702,160,11412,11569,70,1686,1757,16,386,403,246,13478,13724
ILOC50501801,195,24604,24798,54,2735,2790,4,568,573,256,27906,28160
ILOC50501802,212,15790,16004,55,2501,2555,18,449,469,280,18748,19022
ILOC50501803,103,5014,5115,47,1148,1195,9,200,210,158,6356,6521
ILOC50501804,272,26642,26911,95,4813,4906,26,870,904,395,32328,32726
ILOC50501901,114,5642,5757,20,633,647,8,102,108,141,6371,6512
ILOC50501902,184,5723,5907,65,847,904,16,183,201,261,6752,7010
ILOC50501903,34,529,558,12,148,157,0,18,18,41,692,734
ILOC50501904,227,10465,10691,29,865,886,5,210,218,254,11544,11799
ILOC50501905,221,7422,7639,36,562,599,6,147,155,262,8128,8392
ILOC50501906,54,2198,2247,14,315,326,3,53,55,65,2561,2622
ILOC50501907,48,1450,1503,33,416,452,4,59,62,91,1922,2010
ILOC50501908,99,1630,1730,48,420,471,5,76,85,149,2131,2280
ILOC50501909,93,1971,2062,16,228,242,10,38,46,114,2231,2353
ILOC50502001,506,32088,32589,103,3449,3552,22,705,728,631,36242,36868
ILOC50502101,407,21596,22000,91,2061,2145,17,463,481,510,24112,24622
ILOC50600101,6,32,37,11,9,16,0,13,13,13,54,65
ILOC50600102,16,11,27,31,0,31,0,0,3,50,13,64
ILOC50600103,0,5,5,20,0,25,3,0,3,24,8,30
ILOC50600104,0,0,3,15,0,10,0,0,0,15,3,19
ILOC50600105,14,28,38,19,12,26,3,0,3,30,35,69
ILOC50600106,131,962,1091,36,80,118,9,22,31,173,1064,1234
ILOC50600107,4,17,21,6,3,8,3,0,3,19,20,37
ILOC50600108,0,4,4,23,3,20,0,0,0,22,6,25
ILOC50600109,0,0,3,18,0,18,0,0,0,19,0,26
ILOC50600110,0,3,3,10,0,10,0,3,4,9,4,17
ILOC50600201,80,1067,1147,38,141,175,5,76,82,125,1283,1405
ILOC50600202,33,196,226,25,30,59,10,16,19,62,240,303
ILOC50600203,39,320,357,13,19,32,0,5,5,49,347,398
ILOC50600204,60,625,687,11,37,53,5,7,17,82,668,753
ILOC50600301,346,3894,4236,183,320,496,23,86,105,543,4300,4845
ILOC50600401,3,8,8,16,0,19,15,0,15,33,7,36
ILOC50600402,20,40,60,7,9,10,0,3,4,25,50,75
ILOC50600403,79,1049,1128,30,118,149,8,52,60,114,1222,1337
ILOC50600404,381,1856,2243,222,206,426,52,58,116,659,2123,2785
ILOC50600405,0,0,0,0,0,0,0,0,0,4,0,4
ILOC50600501,39,236,274,32,23,50,3,5,8,71,262,333
ILOC50600502,7,305,318,0,26,29,0,4,4,14,340,351
ILOC50600503,5,5,17,12,3,11,3,0,3,23,10,33
ILOC50600504,29,35,63,66,3,66,7,4,9,96,43,140
ILOC50600505,73,333,402,37,22,59,3,11,9,106,366,470
ILOC50700101,143,4729,4870,85,1439,1519,11,214,223,238,6373,6611
ILOC50700102,148,5540,5685,53,955,1004,3,118,120,197,6610,6807
ILOC50700201,178,5239,5419,73,1111,1183,13,188,203,261,6537,6800
ILOC50700202,10,253,261,13,93,105,0,18,19,20,361,377
ILOC50700203,11,308,315,15,95,111,0,23,23,28,420,449
ILOC50700204,13,165,180,11,64,76,0,3,3,24,235,260
ILOC50700205,23,733,748,14,187,204,0,28,28,36,945,983
ILOC50700301,96,5008,5101,33,1182,1210,3,169,172,129,6356,6486
ILOC50700302,35,1129,1163,16,137,150,0,35,31,45,1302,1352
ILOC50700303,35,988,1019,14,169,182,3,18,24,53,1172,1223
ILOC50700304,73,1434,1509,38,489,531,5,63,72,123,1988,2107
ILOC50700305,48,813,860,42,275,317,9,42,48,93,1131,1224
ILOC50700401,214,10663,10874,34,1703,1738,8,311,318,261,12671,12940
ILOC50700501,63,1366,1431,42,357,396,5,61,63,109,1776,1892
ILOC50700502,24,814,844,22,246,264,0,27,29,50,1083,1133
ILOC50700601,195,7413,7611,52,1106,1164,9,194,204,252,8720,8975
ILOC50700701,25,674,702,30,201,226,3,30,34,61,903,964
ILOC50700702,28,1198,1228,28,319,345,0,48,45,58,1569,1625
ILOC50700703,21,280,300,27,104,137,4,6,12,55,392,446
ILOC50700801,30,788,813,18,150,169,6,18,27,54,955,1006
ILOC50700802,34,1053,1083,51,306,358,6,37,49,93,1401,1491
ILOC50700901,632,26492,27123,161,4690,4857,27,804,833,829,31986,32811
ILOC50701001,64,3163,3228,32,696,733,4,98,105,103,3956,4060
ILOC50701002,80,2519,2597,33,746,785,3,88,99,124,3353,3479
ILOC50701101,100,4154,4255,22,790,814,3,150,151,129,5097,5223
ILOC50701102,38,600,642,45,154,197,4,27,33,89,780,874
ILOC50701201,23,674,701,16,153,166,3,20,22,40,845,885
ILOC50701202,81,2657,2737,22,533,559,5,74,86,108,3274,3383
ILOC50701203,37,1069,1107,5,290,299,0,48,48,41,1415,1452
ILOC50701301,63,1073,1133,57,311,366,10,37,53,129,1421,1553
ILOC50701302,95,2541,2630,61,736,796,14,95,111,173,3370,3538
ILOC50701401,75,1647,1720,87,494,578,5,60,64,163,2200,2363
ILOC50701501,79,4221,4293,11,642,654,6,93,98,89,4957,5049
ILOC50701502,45,2330,2373,16,556,568,7,82,89,63,2967,3027
ILOC50701503,232,8875,9113,49,1075,1122,6,191,200,292,10143,10433
ILOC50701504,86,2319,2406,48,717,771,5,96,98,142,3130,3270
ILOC50701505,40,1687,1727,10,344,359,0,48,50,51,2080,2132
ILOC50800101,177,509,692,156,81,235,22,27,54,360,619,978
ILOC50800102,13,0,13,17,0,17,0,0,0,28,0,28
ILOC50800103,37,0,37,17,0,17,0,0,0,56,0,56
ILOC50800201,30,86,116,23,16,34,9,5,12,56,104,163
ILOC50800202,6,5,7,9,0,7,0,0,0,12,3,19
ILOC50800203,23,3,28,50,0,50,3,0,3,79,6,84
ILOC50800204,8,0,8,39,0,39,3,0,3,51,0,51
ILOC50800205,3,6,9,72,0,72,0,0,0,76,6,80
ILOC50800301,10,0,10,56,0,56,0,0,0,72,0,72
ILOC50800302,0,0,0,11,3,16,0,0,0,18,3,16
ILOC50800303,15,7,24,20,0,22,0,0,0,32,11,46
ILOC50800304,11,0,11,4,0,4,0,0,0,20,0,20
ILOC50800305,0,0,0,8,0,11,0,0,0,11,5,11
ILOC50800306,30,0,30,0,0,3,0,0,0,32,0,30
ILOC50800307,35,7,42,12,0,12,0,0,0,50,7,60
ILOC50800308,4,7,11,17,0,17,0,0,0,20,6,27
ILOC50800401,0,3,0,13,0,13,0,0,0,14,3,21
ILOC50800402,0,5,6,12,0,14,0,0,0,9,7,15
ILOC50800403,66,0,67,27,0,27,3,0,3,94,0,97
ILOC50800404,32,53,80,17,23,36,0,18,19,52,88,139
ILOC50800405,24,0,24,8,0,8,0,0,0,29,0,29
ILOC59499494,0,0,0,0,0,0,0,0,0,0,0,0
ILOC59799797,0,0,0,0,0,0,0,0,0,0,0,0
ILOC60100101,635,6978,7605,161,2179,2337,18,258,276,811,9411,10221
ILOC60100102,504,4952,5460,119,1560,1678,16,194,208,641,6704,7344
ILOC60100103,62,653,716,17,186,207,0,19,16,85,858,943
ILOC60100201,26,941,966,15,390,400,0,32,34,46,1366,1405
ILOC60100202,35,497,531,11,287,301,3,22,25,47,809,861
ILOC60100203,169,2641,2813,46,992,1042,4,81,86,223,3717,3937
ILOC60100204,94,2578,2670,23,681,709,0,100,98,120,3357,3481
ILOC60100205,103,1477,1586,47,563,613,9,62,70,154,2108,2263
ILOC60100301,505,3818,4320,179,1185,1367,19,126,149,703,5133,5842
ILOC60100302,740,16508,17253,141,3196,3338,22,424,455,908,20131,21045
ILOC60100303,856,12535,13392,263,4192,4457,32,499,530,1144,17228,18372
ILOC60100304,340,16697,17042,53,2257,2311,18,410,431,412,19364,19776
ILOC60100401,65,211,276,26,56,81,3,15,15,88,286,375
ILOC60100402,22,141,160,16,67,79,0,12,7,37,212,249
ILOC60100403,412,4054,4466,137,865,1004,16,117,132,564,5041,5604
ILOC60100501,536,11109,11641,78,1474,1549,15,235,251,627,12821,13450
ILOC60100601,919,18172,19096,240,4650,4895,35,655,689,1191,23477,24670
ILOC60100701,87,2636,2725,20,559,575,7,76,77,115,3265,3380
ILOC60100702,112,1627,1737,31,427,452,6,65,74,151,2114,2262
ILOC60100703,113,2907,3021,54,857,909,10,100,110,175,3866,4038
ILOC60100801,86,1739,1818,24,665,689,0,74,74,110,2476,2586
ILOC60100802,74,1792,1866,23,689,714,8,73,84,109,2557,2661
ILOC60100803,54,237,290,32,67,95,5,8,13,87,311,398
ILOC60100804,109,1811,1922,40,603,638,0,60,64,152,2476,2628
ILOC60100901,67,1191,1260,29,434,468,3,58,64,97,1689,1784
ILOC60100902,241,4105,4344,53,984,1042,8,134,140,299,5227,5529
ILOC60100903,50,662,705,15,210,223,0,29,29,67,895,959
ILOC60101001,504,5173,5677,143,1497,1644,21,198,222,668,6874,7542
ILOC60101002,457,2177,2634,112,716,831,20,93,112,594,2978,3571
ILOC60101003,96,969,1070,25,211,233,0,23,26,126,1207,1328
ILOC60101004,288,2655,2942,78,946,1019,12,75,86,375,3673,4049
ILOC60101005,118,1137,1256,41,402,444,10,54,63,170,1593,1763
ILOC60101101,200,2841,3036,47,727,778,6,95,101,252,3667,3917
ILOC60101102,240,7522,7762,40,1319,1362,6,216,220,288,9051,9343
ILOC69499494,0,0,0,0,0,0,0,0,0,0,0,0
ILOC69799797,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70100101,121,862,982,54,122,178,18,49,70,195,1030,1225
ILOC70100102,154,924,1072,100,140,239,16,27,43,266,1091,1355
ILOC70100103,38,378,421,16,98,111,4,27,26,53,501,552
ILOC70100104,7,85,93,7,13,14,0,0,3,15,99,108
ILOC70100105,220,1120,1335,79,129,212,13,43,53,312,1289,1603
ILOC70100106,71,1031,1103,44,119,168,5,22,29,120,1176,1293
ILOC70100107,143,1247,1387,71,159,223,17,39,56,229,1443,1671
ILOC70100108,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70100109,33,0,33,16,0,16,0,0,0,49,0,49
ILOC70100201,11,0,11,13,0,13,0,0,0,23,0,26
ILOC70100202,8,0,14,34,0,34,4,0,5,49,5,50
ILOC70100203,22,0,19,17,0,17,17,0,17,50,0,56
ILOC70100204,12,0,12,14,0,14,0,0,0,24,0,24
ILOC70100205,3,0,3,14,0,14,3,0,3,20,0,18
ILOC70100206,13,0,13,15,0,15,8,0,8,39,0,39
ILOC70100207,11,0,11,14,0,14,3,0,3,28,0,30
ILOC70200102,75,18,93,19,3,24,3,0,3,96,23,120
ILOC70200103,19,12,32,30,8,37,3,4,6,55,27,80
ILOC70200104,4,3,3,34,0,34,3,7,3,36,5,47
ILOC70200201,28,13,34,27,3,30,4,3,9,54,12,73
ILOC70200301,0,6,7,18,0,19,3,5,3,19,8,32
ILOC70200302,3,8,14,8,0,10,0,3,3,12,14,27
ILOC70200303,3,7,7,29,5,34,0,0,0,36,10,40
ILOC70200304,0,0,0,19,0,19,0,0,0,22,0,22
ILOC70200305,0,0,0,29,0,29,0,0,0,34,0,34
ILOC70200306,0,0,0,24,0,24,0,0,0,24,0,24
ILOC70200401,3,5,5,30,5,34,3,0,5,37,6,42
ILOC70200402,0,0,0,0,0,0,0,3,3,0,4,4
ILOC70200501,6,12,23,17,4,26,0,0,3,27,17,48
ILOC70200502,3,22,22,22,6,28,5,3,7,31,28,61
ILOC70200503,0,3,5,17,0,16,0,0,0,16,6,27
ILOC70200601,3,3,4,23,0,25,0,0,0,24,6,34
ILOC70200602,3,5,8,26,4,26,0,0,0,27,6,32
ILOC70200701,49,19,65,44,0,48,3,3,5,91,28,119
ILOC70200801,3,19,18,35,4,44,3,5,6,38,27,72
ILOC70200802,3,9,11,10,4,12,7,5,11,18,15,36
ILOC70200901,0,0,3,18,3,16,0,0,0,16,6,23
ILOC70200902,55,303,358,74,75,153,11,20,30,133,402,541
ILOC70201001,0,12,12,39,6,44,0,0,3,40,17,61
ILOC70201002,0,5,5,0,0,0,0,0,0,0,5,5
ILOC70201101,14,13,31,31,4,39,0,0,0,45,17,69
ILOC70201102,6,0,6,7,0,7,0,0,0,13,0,13
ILOC70201201,0,0,0,4,0,4,0,0,0,6,0,6
ILOC70201202,3,0,3,12,0,12,0,0,0,12,3,17
ILOC70201203,6,0,6,3,0,3,0,0,0,11,0,11
ILOC70201204,21,15,40,43,0,43,3,3,3,68,21,92
ILOC70201301,3,10,12,48,3,48,6,0,6,57,16,69
ILOC70201302,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70201401,0,3,3,22,7,26,0,0,0,22,10,30
ILOC70201402,16,14,26,16,0,21,0,0,0,35,9,42
ILOC70201403,6,15,19,3,6,12,0,7,7,7,27,36
ILOC70201404,3,0,3,22,0,19,0,0,0,27,0,28
ILOC70201501,0,7,7,41,7,43,0,0,0,41,17,55
ILOC70201601,0,0,0,29,3,36,0,0,0,29,6,37
ILOC70201701,26,33,58,78,4,80,0,0,0,106,33,138
ILOC70300101,52,508,557,14,60,78,4,24,22,70,592,656
ILOC70300102,47,788,832,12,68,82,3,26,29,62,880,945
ILOC70300201,82,577,652,20,44,65,0,20,19,101,639,741
ILOC70300202,75,593,667,25,45,67,4,19,22,105,651,756
ILOC70300301,30,0,32,9,0,10,0,0,0,43,3,44
ILOC70300302,72,1058,1130,46,207,251,17,37,58,133,1305,1436
ILOC70300303,3,0,3,9,0,9,0,0,0,11,0,11
ILOC70300304,9,121,130,14,29,37,8,3,12,32,151,177
ILOC70300401,29,133,168,23,59,89,5,22,28,60,219,276
ILOC70300402,20,69,91,33,31,62,5,3,7,56,105,155
ILOC70300403,3,0,3,30,0,27,3,0,3,36,3,38
ILOC70300404,21,271,292,26,108,134,9,20,31,50,402,453
ILOC70300501,47,1948,1999,24,218,242,4,84,89,84,2252,2332
ILOC70300502,82,1635,1714,22,157,179,4,60,63,105,1849,1962
ILOC70300503,49,1373,1415,12,163,175,0,43,43,59,1577,1634
ILOC70300504,90,2026,2111,28,198,224,12,66,72,123,2289,2415
ILOC70300601,178,1017,1195,72,137,207,8,41,52,260,1196,1453
ILOC70300701,16,164,185,11,38,48,0,6,6,30,211,240
ILOC70300702,87,844,933,16,125,142,3,31,33,106,1004,1106
ILOC70300703,76,589,659,16,120,137,13,37,46,98,742,845
ILOC70300704,90,1004,1091,15,111,128,0,37,43,106,1154,1264
ILOC70300705,205,2006,2210,43,307,348,7,76,86,253,2385,2640
ILOC70300706,10,71,79,10,10,21,0,5,8,21,81,102
ILOC70300801,125,628,755,39,99,141,8,34,45,171,761,929
ILOC70300901,56,802,860,47,121,168,14,57,69,112,985,1097
ILOC70301001,41,444,481,9,39,49,5,11,18,52,499,550
ILOC70301002,55,684,737,17,109,133,6,23,34,79,818,902
ILOC70301101,51,448,502,12,62,69,0,21,24,66,530,595
ILOC70301102,49,463,514,11,69,81,3,20,18,56,556,612
ILOC70301103,32,430,462,19,49,67,8,19,29,52,498,552
ILOC70301201,50,1139,1185,25,171,193,3,49,55,75,1358,1433
ILOC70301202,61,909,970,13,118,129,3,45,54,73,1071,1150
ILOC70301301,448,3905,4356,64,349,420,23,131,155,532,4388,4921
ILOC70301302,104,660,761,34,72,106,12,32,36,140,766,905
ILOC70301303,120,1524,1649,11,74,84,3,36,41,141,1632,1773
ILOC70301304,124,692,818,83,168,249,18,35,53,229,891,1117
ILOC70301305,168,577,742,75,114,193,17,18,40,265,707,969
ILOC70301306,3,0,3,16,0,16,0,0,0,18,0,18
ILOC70301307,126,733,861,52,114,168,13,28,47,195,880,1068
ILOC70301401,168,2440,2603,25,194,225,9,68,76,202,2704,2904
ILOC70301402,66,608,666,23,66,89,0,20,17,89,692,781
ILOC70400101,15,57,69,13,16,33,8,12,22,37,82,123
ILOC70400102,3,0,3,12,0,12,0,0,0,13,0,13
ILOC70400103,29,8,36,34,3,37,3,0,3,61,8,74
ILOC70400104,26,10,41,17,0,17,0,0,0,46,10,53
ILOC70400105,9,3,14,4,0,11,0,0,0,16,7,20
ILOC70400106,29,49,79,4,20,26,3,3,5,32,75,112
ILOC70400201,48,227,275,17,23,43,6,10,12,72,256,335
ILOC70400202,28,123,152,25,66,94,0,26,22,52,211,265
ILOC70400203,4,0,4,4,0,4,0,0,0,10,0,10
ILOC70400301,134,57,189,116,7,120,4,10,15,250,67,320
ILOC70400302,6,0,6,33,0,33,0,0,3,43,0,43
ILOC70400401,3,0,3,23,0,23,9,0,9,31,0,31
ILOC70400402,90,31,122,50,4,55,3,7,11,149,39,186
ILOC70400403,0,0,0,0,0,0,0,0,0,0,0,0
ILOC70400404,0,0,0,4,0,4,0,0,0,6,0,6
ILOC70400405,8,5,8,36,0,36,0,0,0,40,5,43
ILOC70400406,36,12,48,21,0,21,4,5,6,61,8,71
ILOC70400501,0,0,0,29,0,29,3,0,3,34,0,34
ILOC70400502,60,55,112,179,5,184,12,3,15,251,64,317
ILOC70400601,75,7,80,15,0,19,3,0,4,90,10,104
ILOC70400602,56,7,62,17,0,19,10,0,10,79,11,90
ILOC70400603,9,13,22,9,0,10,0,6,6,18,21,41
ILOC70400604,210,38,250,85,13,89,12,0,19,307,50,360
ILOC70500101,46,30,73,23,0,27,8,14,21,77,43,122
ILOC70500102,16,8,24,7,0,11,3,3,6,26,11,36
ILOC70500103,25,0,25,0,0,0,0,0,0,24,0,24
ILOC70500201,9,0,9,20,0,20,3,0,3,33,0,33
ILOC70500202,17,22,40,33,3,36,0,0,0,49,25,76
ILOC70500301,30,5,41,29,0,33,0,7,7,66,8,71
ILOC70500302,9,3,13,32,0,33,0,0,0,41,3,46
ILOC70500303,7,52,55,11,16,24,3,11,15,14,79,99
ILOC70500304,0,0,0,35,0,40,4,0,4,42,0,41
ILOC70500305,0,0,0,12,0,12,0,0,0,13,0,16
ILOC70500306,15,52,62,7,14,21,7,11,24,30,77,104
ILOC70500307,57,9,68,14,0,14,0,0,0,71,8,84
ILOC70500401,7,19,28,28,9,34,0,19,19,32,49,81
ILOC70500402,0,8,9,53,0,56,3,0,3,61,7,72
ILOC70500403,0,0,0,8,0,8,0,0,0,8,0,8
ILOC70500404,0,0,0,25,0,25,0,8,8,29,8,34
ILOC70500405,0,8,8,0,0,0,0,0,0,0,11,12
ILOC70500501,9,0,9,17,0,14,0,0,0,28,0,25
ILOC70500502,288,1622,1914,190,294,489,29,91,124,510,2013,2525
ILOC70500503,23,4,30,18,3,21,0,0,0,39,12,50
ILOC70500504,12,0,12,3,0,3,0,0,0,22,0,22
ILOC70500601,51,16,69,29,3,35,3,4,3,84,24,109
ILOC70500701,57,21,77,49,0,50,19,0,23,123,23,149
ILOC70500801,0,0,0,13,0,13,0,0,0,10,0,16
ILOC70500802,0,0,0,17,0,15,0,0,0,15,3,17
ILOC70500803,0,11,11,4,3,3,0,0,0,4,15,14
ILOC70500804,14,31,47,11,12,21,0,0,0,27,43,71
ILOC70500805,3,13,23,20,9,26,0,3,3,25,21,48
ILOC70500901,0,3,7,15,0,15,0,0,0,11,3,21
ILOC70500902,3,16,15,3,5,14,0,5,7,11,22,31
ILOC70500903,3,6,9,26,7,32,0,4,5,32,10,42
ILOC70600101,13,203,217,7,22,30,0,6,6,18,232,248
ILOC70600102,50,3,52,103,0,98,5,0,6,155,5,161
ILOC70600103,3,0,3,9,0,10,0,0,0,13,0,13
ILOC70600104,0,0,0,27,3,29,0,0,0,27,3,29
ILOC70600105,3,5,11,73,6,78,0,0,0,77,10,84
ILOC70600201,42,13,48,23,4,27,37,7,42,101,22,126
ILOC70600202,3,0,3,8,0,8,0,0,0,8,0,8
ILOC70600301,0,0,0,13,0,13,0,0,0,13,0,13
ILOC70600302,0,0,0,4,0,4,0,0,0,9,0,9
ILOC70600303,0,3,3,0,0,0,0,0,0,0,4,3
ILOC70600304,5,0,5,21,0,21,0,0,0,22,0,22
ILOC70600305,0,0,0,15,0,15,0,0,0,15,0,15
ILOC70600401,168,44,212,46,10,59,8,0,10,224,52,277
ILOC70600402,6,9,14,40,0,40,0,0,0,46,9,53
ILOC70600501,20,6,26,11,0,14,0,3,3,32,10,44
ILOC70600502,83,721,801,34,57,91,20,62,85,136,838,974
ILOC70600601,100,4,109,21,0,20,0,14,19,120,21,147
ILOC70600701,87,27,118,32,3,32,3,0,3,120,35,155
ILOC70600702,53,25,78,43,3,41,0,0,0,92,27,124
ILOC70600703,12,0,12,11,0,11,0,0,0,23,0,23
ILOC70600801,49,41,91,26,3,33,0,0,0,73,48,121
ILOC70700101,26,7,33,41,0,42,3,3,5,70,13,81
ILOC70700201,15,12,27,46,3,51,4,0,3,69,12,82
ILOC70700301,6,36,36,13,6,23,0,3,3,23,42,66
ILOC70700302,9,23,39,6,7,10,0,5,5,15,32,47
ILOC70700303,0,0,3,8,0,9,0,0,0,12,4,19
ILOC70700304,10,19,28,25,7,33,0,3,3,34,29,61
ILOC70700305,0,0,0,15,0,15,0,0,0,10,0,10
ILOC70700401,47,14,58,11,3,12,0,0,3,61,12,73
ILOC70700501,5,0,6,7,0,7,0,0,0,11,0,9
ILOC70700502,6,0,6,12,0,10,0,0,0,21,0,22
ILOC70700503,18,0,18,25,0,25,0,0,0,44,0,44
ILOC70700504,160,412,570,110,65,177,28,24,49,295,495,797
ILOC70700601,3,0,3,24,4,24,0,0,0,26,3,33
ILOC70700602,0,0,3,26,6,32,0,0,0,25,8,31
ILOC79499494,0,0,0,0,0,0,0,0,0,0,0,0
ILOC79799797,0,0,0,0,0,0,0,0,0,0,0,0
ILOC80100101,708,30388,31095,96,2868,2961,28,641,666,832,33889,34721
ILOC80100102,284,16756,17047,56,1807,1863,18,491,509,357,19058,19416
ILOC80100103,444,21720,22160,26,1044,1070,14,421,431,484,23180,23668
ILOC80100201,453,28595,29050,91,3013,3107,28,635,663,575,32243,32815
ILOC80100202,852,26291,27147,106,2273,2372,26,615,647,984,29176,30162
ILOC80100301,22,1761,1784,3,68,72,0,28,28,23,1850,1875
ILOC89499494,0,0,0,0,0,0,0,0,0,0,0,0
ILOC89799797,0,0,0,0,0,0,0,0,0,0,0,0
ILOC90100101,0,316,315,0,61,68,0,17,18,3,394,399
ILOC90100201,3,102,102,0,25,25,0,7,7,3,130,131
ILOC90200101,6,26,32,9,4,7,3,3,8,20,29,47
ILOC90200102,20,0,19,16,0,21,6,0,6,40,3,38
ILOC90300101,5,595,597,3,116,119,0,23,23,9,738,743
ILOC99499494,0,0,0,0,0,0,0,0,0,0,0,0
ILOC99799797,0,0,0,0,0,0,0,0,0,0,0,0